גוף מנהל,שם קרן,מספר קופה,לינק לקובץ Q1 2013,לינק לאתר,סוג קופה,מי עובד על הקופה ?,הערות (אם יש משהו מסובך בנגישות לקובץ),
"כלל חברה לביטוח בע""מ",כלל תקציבית,1284,,,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",מיטבית עתודות,170,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/rechimat_%20nechassim_keren_%20machlima_OUT_3103%20.xls,https://www.clalbit.co.il/pensiongemel/financialreports/funds/metavitatudotmashlima/Pages/default.aspx,קרן פנסיה,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",מיטבית עתודות כללית *,,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/rechimat_%20nechassim_keren_%20hadacha_OUT_3103.xls,https://www.clalbit.co.il/pensiongemel/financialreports/funds/meitavitatudotmekifahadas/Pages/default.aspx,קרן פנסיה,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",מעלות,819,,,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",מקבץ,641,,,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"ליבורנה אחזקות בע""מ",איי.אר.איי ישראל גמל בניהול אישי,2235,,,גמל,,,
"ליבורנה אחזקות בע""מ",איי.אר.איי ישראל השתלמות בניהול אישי,2236,,,גמל,,,
"מבטחים מוסד לביטוח סוציאלי של העובדים בע""מ",מבטחים קרן חופשה כללית,317,,,גמל,,,
"מבטחים מוסד לביטוח סוציאלי של העובדים בע""מ",מבטחים-אחרות,526,,,גמל,,,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל - השתלמות,579,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/Assets3103013.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל לתגמולים ולפיצויים,744,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/Assets3103013.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל פלטינום למעסיק,870,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_platinium_lamaasik.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ","מגדל פלטינום לתגמולים אג""ח ממשלתי",859,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/platinium_gemel_agach_memshalti.xls.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל פלטינום לתגמולים ביג כללי,1156,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_platinium_letagmulim_big_clali.xls,,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ","מגדל פלטינום לתגמולים חו""ל",862,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_platinium_gemel_hul.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל פלטינום לתגמולים כללי,974,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_platinium_gemel_clali.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל פלטינום לתגמולים מנייתי,863,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_platinium_letagmulim_menayati.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל פלטינום לתגמולים צמוד מדד,860,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_platinium_letagmulim_tzamud_madad.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל פלטינום לתגמולים שקלי קצר,858,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/platinium_gemel_shikli_kazar.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ","מגדל קהל השתלמות מסלול אג""ח",199,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmut_agach.xls,,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ","מגדל קהל השתלמות מסלול אג""ח ממשלתי",865,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmut_agach_memshalti.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל קהל השתלמות מסלול ביג כללי,1157,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmut_big_clali.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ","מגדל קהל השתלמות מסלול חו""ל",868,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmutl_hul.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל קהל השתלמות מסלול כהלכה,2048,,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל קהל השתלמות מסלול כללי,386,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmutl_maslul_clali.xls,,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ","מגדל קהל השתלמות מסלול מט""ח",777,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmutl_maslul_matach.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל קהל השתלמות מסלול מנייתי,869,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmutl_maslul_menayati.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל קהל השתלמות מסלול מעוז כללי,599,,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל קהל השתלמות מסלול צמוד מדד,866,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmutl_maslul_tzamud_madad.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל קהל השתלמות מסלול שקלי קצר,864,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_kahal_histalmutl_maslul_shikli_katzar.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מגדל-מרכזית לפיצויים,745,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_mercazit_lepizuim.xls,,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מקפת דמי מחלה,1161,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_machala.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל אחזקות ביטוח ופיננסים בע""מ",מקפת תקציבית,1304,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/migdal_takzivit.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,גמל,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל חברה לביטוח בע""מ",מקפת אישית,162,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/isit.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,קרן פנסיה,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגדל חברה לביטוח בע""מ",מקפת משלימה *,659,https://www.migdal.co.il/He/MigdalMakefet/Solutions/Documents/AssetsList/0313/mashlima.xls,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,קרן פנסיה,ליאור,https://www.migdal.co.il/He/MigdalMakefet/Investments/Nechasim/Pages/default.aspx,
"מגן קרן פנסיה מרכזית לקואופרציה ביצרנות, תחבורה ושרותים אגודה שיתופית בע""מ",מגן תגמולים,515,,,גמל,,,
"מחוג - מינהל גמל לעובדי חברת חשמל לישראל בע""מ",מחוג 1,556,,,גמל,,,
"מחוג - מינהל גמל לעובדי חברת חשמל לישראל בע""מ",מחוג 5,559,,,גמל,,,
"מנורה חברה לביטוח בע""מ",מבטחים החדשה,168,,,קרן פנסיה,,,
"מנורה חברה לביטוח בע""מ",מבטחים החדשה פלוס *,665,"javascript:function _() {window.open('/Mivtsite/mivt_es.nsf/2D3736E5A64F7FFD4225716000320583/$file/%D7%9E%D7%A9%D7%9C%D7%99%D7%9E%D7%94 %D7%9C%D7%90%D7%AA%D7%A8 31.3.13 825.xls.xls?openelement','','top= 10, left= 20, height=600, width=800, toolbar=no, menubar=no, scrollbars=yes, resizable= yes')} _()",http://www.newmivtachim.co.il/mivtsite/mivt_es.nsf/($All)/1FE223B0AD94964B42257102003E8D65?OpenDocument,קרן פנסיה,,,
"מנורה מבטחים החזקות בע""מ",אומגה קרן השתלמות,286,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/68A948C5CD6F67A3422575C800277F2C?OpenDocument,השתלמות,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ","אומגה קרן השתלמות מסלול אג""ח",1445,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/7868887709BAC24142257629003F0B6A?OpenDocument,השתלמות,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",אומגה קרן השתלמות מסלול מנייתי,1446,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/514246A36429683D42257629003FA219?OpenDocument,השתלמות,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מבט תגמולים ופיצויים,826,www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/F32D8B950161F48C422571B700284CA6/$file/רשימת נכסים מבטחים תגמולים ופיצויים 826 03.13.xls,,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מבטחים חופשה חגים והבראה,1154,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/ABE6FA9CB2F9E064422571B700454FFF?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מבטחים מרכזית לפיצויים,827,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/96587EFC98E586FA422571B7003517FF?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מור כללי,1292,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/043DCF444728067D4225743A003EBB9D?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מור כללי ב',1293,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/7CD039B2A2E6B38B4225749600216456?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מור מנייתי,1294,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/3818CC9F230192444225749600205B7C?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה השתלמות כללי,1148,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/CB22DD99180266BD422571B70049C6CC?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה השתלמות מדדי,1110,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/4A65E95BA75EB0D5422574AF003C0518?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה השתלמות מנייתי,1256,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/769BFD38815ACEF2422573D6003AD0BA?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה השתלמות עד 10% מניות,1149,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/3E58711D31C892AB422571B7004B15F4?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה השתלמות שקלי,1114,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/9EA7D893E18F373A422575050035E240?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים אמיר כללי,260,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/4F540810B7144A064225721E002ABFBE?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים אמיר מדד בגין,536,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/4F540810B7144A064225721E002ABFBE?openDocument,גמל,הילה,גוף מנהל,
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים אמיר מדד ידוע,533,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/4F540810B7144A064225721E002ABFBE?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים גמל בניהול אישי,2082,,,גמל,הילה,ניהול אישי,
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים השתלמות בניהול אישי,2084,,,גמל,הילה,ניהול אישי,
"מנורה מבטחים החזקות בע""מ","מנורה מבטחים השתלמות מסלול אג""ח ממשלתי צמוד",1407,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/3D7CA7B3169843DC422575490045BB00?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ","מנורה מבטחים השתלמות מסלול אג""ח ממשלתי שקלי",1408,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/D16AB343E34A1EF5422575490045F898?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ","מנורה מבטחים השתלמות מסלול אג""ח קונצרניות",1406,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/5635F15A753D09494225754900450A90?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים השתלמות מסלול להבה כללי,828,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/6770AE464558B065422571B7003CF978?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים השתלמות מסלול מניות,1366,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/A2B6B05BCBFF1E5D4225777400240079?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ","מנורה מבטחים השתלמות מסלול מניות חו""ל",1409,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/219E4946284CD8E6422575490045FA6E?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים יתר מסלול א,530,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/57A8E5CA457F487B42257440003E263F?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים יתר מסלול ב,531,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/57A8E5CA457F487B42257440003E263F?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים יתר מסלול ג,532,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/57A8E5CA457F487B42257440003E263F?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים יתר מסלול ד,119,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/57A8E5CA457F487B42257440003E263F?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים משתתפת בפנסיה תקציבית,1280,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/EA7D0F387FBD2525422573F30046D1DB?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים משתתפת בפנסיה תקציבית ללא מניות,1359,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/8D6624834E5884E14225751400366FC3?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים תעוש - מסלול כללי,417,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/2C9BF4AA26246759422573D6003D67E7?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים תעוש - מסלול מניות,1364,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/4C4D746A77CE8D0C4225777400294C0A?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ","מנורה מבטחים תעוש אג""ח ממשלתי",1344,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/FFACCE30AFA41F60C2257B5400475399?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים תעוש טווח קצר,1343,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/092A943A5C43F160C2257B540047130B?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מבטחים תעוש עד 10% מניות,1147,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/5DE553283272A3A1C2257B5400427262?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מרכזית לפיצויים כללי,1144,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/F9E1D7B389401E4B422571B7004CED5E?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מרכזית לפיצויים ללא מניות,1374,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/C2D4FF58C9157289422574EF003FAC2D?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"מנורה מבטחים החזקות בע""מ",מנורה מרכזית לפיצויים עד 10% מניות,1145,,http://www.menora-fin.co.il/Menora-Fin/MenoraFinance_es.nsf/($All)/78B5D05218CDE6E2422571B7004DEAB5?openDocument,גמל,הילה,"אין לינק ישיר, אשלח עותק קובץ",
"עוצ""מ קופ""ג של עובדי ציבור במושבים בע""מ","עוצ""מ מסלול אג""ח ממשלתי",1438,,,גמל,,,
"עוצ""מ קופ""ג של עובדי ציבור במושבים בע""מ","עוצ""מ מסלול כללי",346,,,גמל,,,
"עוצ""מ קופ""ג של עובדי ציבור במושבים בע""מ","קרן השתלמות עוצ""מ",394,,,גמל,,,
פסגות בית השקעות,פסגות פנסיה כללית *,,,,קרן פנסיה,,,
פסגות בית השקעות,פסגות פנסיה מקיפה,1531,,,קרן פנסיה,,,
"פסגות בית השקעות בע""מ","פסגות גדיש אג""ח",1332,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1332.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות גדיש אג""ח מדינה",1431,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1431.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות גדיש אג""ח קונצרני",208,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_208.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גדיש בטא,450,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_450.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות גדיש חו""ל",205,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_205.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גדיש כללי,106,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_106.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גדיש כספית,1333,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1333.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גדיש מדדית,835,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_835.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גדיש מניות,1330,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1330.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גדיש עד 10% מניות,1331,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1331.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ",פסגות גדיש עד 20% מניות,270,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_270.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות גמל אג""ח",831,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_831.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות גמל אג""ח חו""ל",548,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_548.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
"פסגות בית השקעות בע""מ","פסגות גמל אג""ח מדינה",1423,http://www.psagot.co.il/UploadImages//רשימתנכסים_032013_1423.xls,"http://www.psagot.co.il/heb/PensionySavings2/Gemel/GemelBox/Gemel,13.aspx",גמל,טל,URL תבניתי נוח,
