גוף מנהל,שם קרן,מספר קופה,לינק לקובץ Q1 2013,לינק לאתר,סוג קופה,מי עובד על הקופה ?,הערות (אם יש משהו מסובך בנגישות לקובץ),
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי מחקה מדד מדדיות ממשלתיות 5-10 שנים,2269,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי מחקה מדד שקליות ריבית קבועה ממשלתיות 2-5,2258,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי מחקה מדד שקליות ריבית קבועה ממשלתיות 2-5,2266,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי מחקה מדד שקליות ריבית קבועה ממשלתיות 5+,2259,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי מחקה מדד שקליות ריבית קבועה ממשלתיות 5+,2267,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ","אי.בי.אי מרכזית לפיצויים מסלול אג""ח",1416,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1416_6981.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי מרכזית לפיצויים מסלול כללי,1206,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1206_6011.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תג' מחקה מדד מדדיות ממשלתיות 5-10 שנים,2261,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים - כללי,770,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_770_6341.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ","אי.בי.אי תגמולים ופיצויים אג""ח ועוד",1199,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1199_3571.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ","אי.בי.אי תגמולים ופיצויים אג""ח מדינת ישראל",1442,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1442_3691.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ","אי.בי.אי תגמולים ופיצויים אג""ח מחקה מדד ת""א 25",2255,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים ופיצויים כללי,1200,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1200_3211.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים ופיצויים מחקה מדד תל בונד 20,2257,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים ופיצויים מחקה מדד S and P500,2256,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים ופיצויים מניות,1201,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1201_3331.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים ופיצויים מניות בארץ,1516,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1516_8121.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ","אי.בי.אי תגמולים ופיצויים מניות בחו""ל",1543,http://www.ibi.co.il/Documents/2013/%D7%99%D7%95%D7%A0%D7%99/2-6-2013/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA%20%D7%A0%D7%9B%D7%A1%D7%99%D7%9D_20130328_v1_1543_3941.xls,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים מחקה מדד מדדיות ממשלתיות 2-5 שנים,2260,,http://www.ibi.co.il/Main/Gemel/Giluy/Giluy.aspx,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים מסלול מורכב 10% מניות כללי פסיבי,2262,,,גמל,,"בתחתית העמוד יש הפניה לחיפוש על תחום ספציפי. לאחר הקליק צריך לבצע חיפוש בצד שמאל של הדף ולבחור דו""ח נכסים רבעוני",
"אי.בי.אי בית השקעות בע""מ",אי.בי.אי תגמולים מסלול מורכב 25% מניות כללי פסיבי,2263,,,גמל,,,
"איילון חברה לביטוח בע""מ",איילון אגוד תגמולים,247,http://www.ayalon-ins.co.il/NR/rdonlyres/9E5F92BA-27F8-4345-AB17-261AC16A718D/0/Kg_Ayalon_Igud_Tagmulim_247_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Ayalon_Igud_Tagmulim/Herkev_Hashkaot/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון ביטחון,258,http://www.ayalon-ins.co.il/NR/rdonlyres/07BA2D5D-5E02-4FD6-9599-DD46525885CA/0/Kg_Ayalon_Bitahon_258_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Bitahon_Kupat_Gemel/Bitahon_Herkev_Hashkaot/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון גמל טווח קצר,1068,http://www.ayalon-ins.co.il/NR/rdonlyres/950AF2E9-C804-47A4-920B-0405448E53AE/0/Kg_Ayalon_Gemel_Maslulit_TvahKazar_1068_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Ayalon_Gemel_Maslulit/Herkev_Hashkaot_Ayalon_Gemel_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון גמל כללי ב',1067,http://www.ayalon-ins.co.il/NR/rdonlyres/F2D76672-970F-4F68-A25F-87AEF4DEFE30/0/Kg_Ayalon_Gemel_Maslulit_Klali_1067_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Ayalon_Gemel_Maslulit/Herkev_Hashkaot_Ayalon_Gemel_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ","איילון גמל מט""ח",1063,http://www.ayalon-ins.co.il/NR/rdonlyres/7B776736-0975-4C53-884F-06D231507C8D/0/Kg_Ayalon_Gemel_Maslulit_Matah_1063_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Ayalon_Gemel_Maslulit/Herkev_Hashkaot_Ayalon_Gemel_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון גמל מניות,1062,http://www.ayalon-ins.co.il/NR/rdonlyres/05A4DEF6-5BA1-42BE-AF42-A37B2364679B/0/Kg_Ayalon_Gemel_Maslulit_Menayot_1062_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Ayalon_Gemel_Maslulit/Herkev_Hashkaot_Ayalon_Gemel_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון גמל מצוק,953,http://www.ayalon-ins.co.il/NR/rdonlyres/404B0E55-CC7A-4702-AD5D-6D42B39FC857/0/Kg_Ayalon_Gemel_Maslulit_Mazok_953_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Ayalon_Gemel_Maslulit/Herkev_Hashkaot_Ayalon_Gemel_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון גמל צמוד מדד,1064,http://www.ayalon-ins.co.il/NR/rdonlyres/49347E9B-0363-4EA0-9348-BC4679863A9B/0/Kg_Ayalon_Gemel_Maslulit_Madad_1064_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Ayalon_Gemel_Maslulit/Herkev_Hashkaot_Ayalon_Gemel_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון השתלמות טווח קצר,1061,http://www.ayalon-ins.co.il/NR/rdonlyres/64633443-3514-43E3-9853-29D4C462BD9C/0/Kg_Ayalon_Hishtalmut_Maslulit_TvahKazar_1061_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Ayalon_Hishtalmut_Maslulit/Herkev_Hashkaot_Ayalon_Hishtalmut_Maslullit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון השתלמות כללי ב',1060,http://www.ayalon-ins.co.il/NR/rdonlyres/BC0639CF-5F2E-4196-A65D-8F99AF5C03B0/0/Kg_Ayalon_Hishtalmut_Maslulit_Klali_1060_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Ayalon_Hishtalmut_Maslulit/Herkev_Hashkaot_Ayalon_Hishtalmut_Maslullit/,גמל,,,
"איילון חברה לביטוח בע""מ","איילון השתלמות מט""ח",1056,http://www.ayalon-ins.co.il/NR/rdonlyres/919D6E82-33D0-458E-9DF7-004DAFAF26B0/0/Kg_Ayalon_Hishtalmut_Maslulit_Matah_1056_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Ayalon_Hishtalmut_Maslulit/Herkev_Hashkaot_Ayalon_Hishtalmut_Maslullit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון השתלמות מניות,1055,http://www.ayalon-ins.co.il/NR/rdonlyres/5367A70C-13FC-4FEB-AD39-1D89376990C3/0/Kg_Ayalon_Hishtalmut_Maslulit_Menayot_1055_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Ayalon_Hishtalmut_Maslulit/Herkev_Hashkaot_Ayalon_Hishtalmut_Maslullit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון השתלמות צמוד מדד,1057,http://www.ayalon-ins.co.il/NR/rdonlyres/71C4673C-25F5-486A-865D-B764D1355A51/0/Kg_Ayalon_Hishtalmut_Maslulit_Madad_1057_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Ayalon_Hishtalmut_Maslulit/Herkev_Hashkaot_Ayalon_Hishtalmut_Maslullit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון לפיצויים כללי,1072,http://www.ayalon-ins.co.il/NR/rdonlyres/B4A7877A-8EDC-4A20-81DA-CA3BC33DE613/0/Kg_Ayalon_Pizuyim_Maslulit_Klali_1072_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Pizuim_Merkaziot/Ayalon_Merkazit_Lepizuim_Maslulit/Herkev_Hashkaot_Ayalon_Merkazit_Lepizuim_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ","איילון לפיצויים מט""ח",1069,,,גמל,,,
"איילון חברה לביטוח בע""מ",איילון לפיצויים צמוד מדד,1070,http://www.ayalon-ins.co.il/NR/rdonlyres/134918C9-1DA9-4F72-A7B6-6D38208C2192/0/Kg_Ayalon_Pizuyim_Maslulit_Madad_1070_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Pizuim_Merkaziot/Ayalon_Merkazit_Lepizuim_Maslulit/Herkev_Hashkaot_Ayalon_Merkazit_Lepizuim_Maslulit/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון לפיצויים שקלי,1071,,,גמל,,,
"איילון חברה לביטוח בע""מ","איילון מקפת השתלמות - אג""ח",2239,http://www.ayalon-ins.co.il/NR/rdonlyres/104884ED-FE1F-4F8E-B2E4-849291387F75/0/Kg_Makefet_Hishtalmut_Agah_2239_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Makefet_keren_Hishtalmut/Nehes/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון מקפת השתלמות - כהלכה,1538,http://www.ayalon-ins.co.il/NR/rdonlyres/704F7AD5-F74C-4B32-ADAE-585EAC938099/0/Kg_Makefet_Hishtalmut_Kahalacha_1538_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Makefet_keren_Hishtalmut/Nehes/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון מקפת השתלמות - כללי,514,http://www.ayalon-ins.co.il/NR/rdonlyres/1EFC733F-1B23-4219-AA0C-A0100E9559EC/0/Kg_Makefet_Hishtalmut_514_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Makefet_keren_Hishtalmut/Nehes/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון מקפת השתלמות - ללא מניות,1143,http://www.ayalon-ins.co.il/NR/rdonlyres/6BF24997-CB2E-46ED-BE72-15341F7716CC/0/Kg_Makefet_Hishtalmut_Lelo_Menayot_1143_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Makefet_keren_Hishtalmut/Nehes/,גמל,,,
"איילון חברה לביטוח בע""מ","איילון מקפת תגמולים - אג""ח",2237,http://www.ayalon-ins.co.il/NR/rdonlyres/7EF2E16E-A875-468C-83CA-6497F8BF89B8/0/Kg_Makefet_Tagmulim_Agah_2237_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Makefet_Tagmulim_Pizuim/Nihsay_Hakopa/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון מקפת תגמולים - כהלכה,2238,http://www.ayalon-ins.co.il/NR/rdonlyres/497AC066-FC0C-4BBF-8F3A-A1BA1FF3BE65/0/Kg_Makefet_Tagmulim_Kahalacha_2238_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Makefet_Tagmulim_Pizuim/Nihsay_Hakopa/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון מקפת תגמולים - כללי,511,http://www.ayalon-ins.co.il/NR/rdonlyres/98349B12-2E84-4EB8-A4C2-EAAB4C86646A/0/Kg_Makefet_Tagmulim_511_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Makefet_Tagmulim_Pizuim/Nihsay_Hakopa/,גמל,,,
"איילון חברה לביטוח בע""מ",איילון מקפת תגמולים - ללא מניות,1138,http://www.ayalon-ins.co.il/NR/rdonlyres/3AA34D4D-A100-414A-BA0A-DDB02BA1AF1C/0/Kg_Makefet_Tagmulim_Reches_1138_Reshimat_Nechasim_Rivon1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Gemel/Makefet_Tagmulim_Pizuim/Nihsay_Hakopa/,גמל,,,
"איילון חברה לביטוח בע""מ",הבטחון-פיצויים,268,http://www.ayalon-ins.co.il/NR/rdonlyres/4518DB3C-FA75-467C-83FB-549B59082E27/0/Kg_Bitahon_Pizuyim_268_Reshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Pizuim_Merkaziot/Bitahon_Kupat_Pizuim/Bitahon_Kupat_Pizuim_Herkev_Hashkaot/,גמל,,,
"איילון חברה לביטוח בע""מ",מקפת-פיצויים,512,http://www.ayalon-ins.co.il/NR/rdonlyres/E9112FCF-30C4-4668-B86B-F2D1DF6ED271/0/Kg_Ayalon_Makefet_Pizuyim_512_rESHIMAT_nECHASIM_rIVON1_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Pizuim_Merkaziot/Makefet_Kupa_Merkazit_Lepizuim/Nihsey_Hakupa/,גמל,,,
"איילון חברה לביטוח בע""מ",סמדר,398,http://www.ayalon-ins.co.il/NR/rdonlyres/F984ADFF-9619-4FBC-B194-535C9649A32E/0/Kg_Smadar_398_Rshimat_Nechasim_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kranot_Hishtalmut/Smadar_Keren_Hishtalmut/Smadar_Keren_Hishtalmut_Herkev_Hashkaot/,גמל,,,
"איילון חברה לביטוח בע""מ",תצפית,615,http://www.ayalon-ins.co.il/NR/rdonlyres/B3946EAE-991C-4E6E-9DD4-F5EE699BC01D/0/Kg_Tazpit_Reshimat_Nechasim_615_31_March_2013.xls,http://www.ayalon-ins.co.il/Ayalon/KupotGemel/Kupot_Pizuim_Merkaziot/Tazpit_Pitzuim_Maslulit/Tazpit_Herkev_Hashkaot/,גמל,,,
"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ",אינפיניטי גמל דינמי,275,http://infinity.co.il/uploads/GemelFiles/reshimatnehasim2013/Q113/275.xls,http://infinity.co.il/HeaderMenu/%D7%A7%D7%95%D7%A4%D7%95%D7%AA-%D7%92%D7%9E%D7%9C/%D7%90%D7%99%D7%A0%D7%A4%D7%99%D7%A0%D7%99%D7%98%D7%99-%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA-%D7%95%D7%92%D7%9E%D7%9C-%D7%94%D7%97%D7%91%D7%A8%D7%94-%D7%94%D7%9E%D7%A0%D7%94%D7%9C%D7%AA/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%A0%D7%9B%D7%A1%D7%99%D7%9D-3/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%A0%D7%9B%D7%A1%D7%99%D7%9D-%D7%A8%D7%91%D7%A2%D7%95%D7%A0%D7%99%D7%AA-2013/,גמל,נדב,,
